text,date,game
hard you compete how mentally tough you,2/25/2019,62
are as a goaltender and so that's the,2/25/2019,62
challenge for him every day and in the,2/25/2019,62
end your goaltender has to be one of,2/25/2019,62
your best players if not your best for,2/25/2019,62
you to have success in the end and so,2/25/2019,62
that's the challenge for him and he's,2/25/2019,62
excited about the opportunity,2/25/2019,62
German hurt his shoulder gonna be,2/27/2019,63
probably week to week he already saw the,2/27/2019,63
released gardeners week to week hello,2/27/2019,63
yeah we're gonna call someone up we'll,2/27/2019,63
call up mer ensign and then just because,2/27/2019,63
he hasn't played any games here lately,2/27/2019,63
going back to back probably not a good,2/27/2019,63
idea so put Marty and haul her in,2/27/2019,63
tomorrow and then we'll just work out a,2/27/2019,63
rotation as time goes on here I mean,2/27/2019,63
these are gonna be the D for a while,2/27/2019,63
Rosen's not available in the artists,2/27/2019,63
foot so those are the guns available,2/27/2019,63
I've been fortunate this year Mike and,2/27/2019,63
you've hit a rash of injuries right now,2/27/2019,63
is that what's another opportunity do,2/27/2019,63
you look at it that way well you know,2/27/2019,63
what else gonna do I mean the bottom,2/27/2019,63
line is someone's gonna get a chance,2/27/2019,63
we'll find a player or maybe a good,2/27/2019,63
player maybe a better pair than we had,2/27/2019,63
planned and go from there but our Ford's,2/27/2019,63
got to do a better job now make sure we,2/27/2019,63
don't spend much time in obviously I,2/27/2019,63
like I like to attract transition goals,2/27/2019,63
because they're that means you're,2/27/2019,63
working and you're competing hard that,2/27/2019,63
and that way you know obviously it's,2/27/2019,63
good to have the power play go on I,2/27/2019,63
didn't like curse started as much as you,2/27/2019,63
know I'd like to I thought we could have,2/27/2019,63
been better to start we didn't give up a,2/27/2019,63
ton but we still gave up too much and,2/27/2019,63
you know we just thought that we can be,2/27/2019,63
better at that area we got to be better,2/27/2019,63
tomorrow night better you know what I,2/27/2019,63
mean I haven't looked at it so I don't,2/27/2019,63
know I thought it was gonna be up,2/27/2019,63
Connelly but I mean I didn't it's not,2/27/2019,63
like a reviewed or anything,2/27/2019,63
well I think it's something he needs to,2/27/2019,63
put to bed yeah and get on with it so,2/27/2019,63
yeah I mean the great thing about fans,2/27/2019,63
is they pay their money get to say,2/27/2019,63
whatever they want oh he's a good man he,2/27/2019,63
was good for their franchise he's great,2/27/2019,63
for our franchise made a decision to,2/27/2019,63
come home I don't know if anyone could,2/27/2019,63
fault you for that no who's in charge of,2/27/2019,63
that organization and we'll have a,2/27/2019,63
button-down and there'll be none of that,2/27/2019,63
I'm not concerned about that one bit I'm,2/27/2019,63
not on social media 24/7 so I don't know,2/27/2019,63
what everyone's saying or much care to,2/27/2019,63
be honest with you we're gonna go and,2/27/2019,63
play and there's a game there's two,2/27/2019,63
points on the line yeah I couldn't tell,2/27/2019,63
you like I'm not one of those people I,2/27/2019,63
you know if somebody tells me oh I'm,2/27/2019,63
sitting right behind you yet the gamers,2/27/2019,63
either a crowd was great tonight or the,2/27/2019,63
music's really I don't know any of that,2/27/2019,63
stuff I couldn't tell you I know there's,2/27/2019,63
a game going on and what happened where,2/27/2019,63
you left it's way easier to go back when,2/27/2019,63
they fire you no it's the it's the fact,2/27/2019,63
or if they kick you out of town then no,2/27/2019,63
one holds any kind of hard feelings but,2/27/2019,63
that's life you make decisions and they,2/27/2019,63
get to say what you want you know what,2/27/2019,63
I've always said in my family if your,2/27/2019,63
knees don't hit the kitchen table your,2/27/2019,63
opinion probably doesn't matter,2/27/2019,63
yeah I mean he's been good for us for,2/27/2019,63
sure we think Freddie's elite goaltender,2/27/2019,63
we always want more to tell the truth,2/27/2019,63
where I'm at and anybody knows that's,2/27/2019,63
been in playoffs before that if you're,2/27/2019,63
gonna have success a playoff time your,2/27/2019,63
goalies got to beat that he's got to be,2/27/2019,63
mentally strong and he's got to bring it,2/27/2019,63
every night when you don't have it when,2/27/2019,63
you do have it he's just got to be good,2/27/2019,63
and that's what we expected,2/27/2019,63
Mike was it a difficult night to match,2/28/2019,64
the emotion of what they brought at you,2/28/2019,64
on a night where your club was playing,2/28/2019,64
in a back-to-back what uh you know I,2/28/2019,64
don't worry about the back-to-back I,2/28/2019,64
thought we started really well I thought,2/28/2019,64
we were playing really well and then,2/28/2019,64
like you've seen us who got impatient,2/28/2019,64
and we turned the puck over and you know,2/28/2019,64
they base their offense on track and,2/28/2019,64
backup numbers that they're lying and,2/28/2019,64
they're waiting for you to turn it over,2/28/2019,64
we didn't stay patient enough with our,2/28/2019,64
plan and in the end they capitalized and,2/28/2019,64
and then I mean in third period was,2/28/2019,64
nothing but yeah that really hurt us I,2/28/2019,64
really believe this is a lesson we have,2/28/2019,64
to learn and that's what the regular,2/28/2019,64
season is for is you got to learn these,2/28/2019,64
lessons they got more of a veteran team,2/28/2019,64
than us you can tell by the way they,2/28/2019,64
take care of the puck and we turn it,2/28/2019,64
over too much and give up too many,2/28/2019,64
transition opportunities well I think,2/28/2019,64
it's you know yeah we shouldn't return,2/28/2019,64
the puck over that's the bottom line I,2/28/2019,64
thought like I said we started good we,2/28/2019,64
played well and we had the puck and then,2/28/2019,64
we got away from it so it's a lesson we,2/28/2019,64
have to learn we're fortunate that I,2/28/2019,64
think we've got 19 games left you do,2/28/2019,64
this in the playoffs you lose you're,2/28/2019,64
done right away,2/28/2019,64
period and so you know we got these,2/28/2019,64
dress rehearsals in the meantime you got,2/28/2019,64
to get points to get in play well you,2/28/2019,64
know I don't know we'll look at the game,2/28/2019,64
here and then was he gone off go back in,2/28/2019,64
next game and then we'll just go from,2/28/2019,64
there we also have a rosin that's got a,2/28/2019,64
chance to get better and and we're gonna,2/28/2019,64
figure it out because obviously these,2/28/2019,64
guys aren't coming back right away and,2/28/2019,64
we need six goodness,2/28/2019,64
at this time it doesn't look like that,2/28/2019,64
that's what the doctors have ruled out,2/28/2019,64
but you know I don't I come not a doctor,2/28/2019,64
I don't know you go do day to day and,2/28/2019,64
has obviously got to make improvement,2/28/2019,64
and then when he makes the improvement,2/28/2019,64
they're saying he's gonna make and then,2/28/2019,64
there's gonna be no surgery whatsoever,2/28/2019,64
why thought the energy was spectacular,2/28/2019,64
and warm up there at the start of the,2/28/2019,64
game and the whole thing I mean well you,2/28/2019,64
know you must be a real special player,2/28/2019,64
and a real special person for them to,2/28/2019,64
honor you like that because the only,2/28/2019,64
Booya if you're important for most of us,2/28/2019,64
that wouldn't even know who we were and,2/28/2019,64
so what an honor that is and I thought,2/28/2019,64
our team handled that really good I,2/28/2019,64
thought would play good we started good,2/28/2019,64
to me the crowd had nothing to do with,2/28/2019,64
the old coming the game our play with,2/28/2019,64
the puck through the neutral zone at,2/28/2019,64
everything to do without outcome of the,2/28/2019,64
game and and in the end it cost us well,2/28/2019,64
you know I haven't looked at it totally,2/28/2019,64
any way you look at it they got a lot,2/28/2019,64
what did you think you knew I was going,2/28/2019,64
to handle it anyway but he's a proud guy,2/28/2019,64
and we wanted to come here and win for,2/28/2019,64
John and we didn't get that down here,2/28/2019,64
today,2/28/2019,64
we can somehow the game started prior to,3/2/2019,65
the drop of the puck and the opportunity,3/2/2019,65
for the fans to to show their their,3/2/2019,65
passion for for John and how the team,3/2/2019,65
supported in that regard,3/2/2019,65
yeah I mean I thought it was great but I,3/2/2019,65
also thought the people in New York,3/2/2019,65
showed the passion they have for John,3/2/2019,65
the other night to like I think,3/2/2019,65
sometimes again unless you're a great,3/2/2019,65
athlete unless they love you they don't,3/2/2019,65
do that so to me when you get booed on,3/2/2019,65
the road you must be something special,3/2/2019,65
that's the way I look that's all,3/2/2019,65
then he our fans obviously won the,3/2/2019,65
support in there tonight it was,3/2/2019,65
important part of our team you know you,3/2/2019,65
made a great decision for himself and,3/2/2019,65
his family to me that's how you make,3/2/2019,65
decisions in your life anyway and we're,3/2/2019,65
thrilled to have him so good for us good,3/2/2019,65
for the team to get away,3/2/2019,65
will they do it right most night so they,3/2/2019,65
played heavy they spent time in the,3/2/2019,65
offensive zone they had people at the,3/2/2019,65
net that got the puck to the paint they,3/2/2019,65
checked well and in the end they were,3/2/2019,65
rewarded so when you do good things on a,3/2/2019,65
regular basis when you're above the puck,3/2/2019,65
when you play right you end up scoring,3/2/2019,65
we're just gonna try to have the right,3/2/2019,65
people rest all the time I thought was,3/2/2019,65
really good for him were made a heck of,3/2/2019,65
a play and you know when you go to a new,3/2/2019,65
spot you're hoping it goes good for you,3/2/2019,65
right away so you can feel good about,3/2/2019,65
herself but the tire in if I played real,3/2/2019,65
well in the last five games and he,3/2/2019,65
didn't deserve to be out of the lineup,3/2/2019,65
tonight either,3/2/2019,65
so just one of those decisions and he's,3/2/2019,65
going back in next game and we'll go,3/2/2019,65
from there,3/2/2019,65
what aspects of the opening 20 minutes,3/4/2019,66
might appeal to you that allowed your,3/4/2019,66
team to set the tempo and go on to win,3/4/2019,66
this game,3/4/2019,66
well obviously we scored and so I mean,3/4/2019,66
that was good I thought to versus line,3/4/2019,66
really set the tone but you know Enzo,3/4/2019,66
had a big night for us and you know,3/4/2019,66
found waited for the puck to go in so a,3/4/2019,66
good win for our team there a good real,3/4/2019,66
good team and nice would have started,3/4/2019,66
well I really do to start to you know I,3/4/2019,66
think once the game got a little out of,3/4/2019,66
hand then it's different you're probably,3/4/2019,66
a looser you should be but I thought,3/4/2019,66
this start Freddie was ruger well,3/4/2019,66
tenacious heavy on the puck does it,3/4/2019,66
right once the stay plays like he wants,3/4/2019,66
to stay doesn't turn it over all the,3/4/2019,66
details in his game I thought he was,3/4/2019,66
really good,3/4/2019,66
11 goals for the t-virus line I think in,3/4/2019,66
the last six games it kind of smarts,3/4/2019,66
work ethic all those things well they do,3/4/2019,66
it right so they're you know of all the,3/4/2019,66
guys on our team when you do it right,3/4/2019,66
every night you're rewarded and when you,3/4/2019,66
don't and you achieve a little bit - it,3/4/2019,66
doesn't go as good for you offensively,3/4/2019,66
so I mean those guys to me they just got,3/4/2019,66
all the pieces you need on a good line,3/4/2019,66
and then they play and and they're,3/4/2019,66
professional and they're prepared and,3/4/2019,66
they work hard yeah I don't know what I,3/4/2019,66
expected you know I just when we had a,3/4/2019,66
chance to sign him in Caroline talked,3/4/2019,66
about quite a bit we just thought with,3/4/2019,66
our medical people if he could get his,3/4/2019,66
legs back and get feeling good there'd,3/4/2019,66
be an opportunity for him we bet that,3/4/2019,66
our Sports Science Group would be able,3/4/2019,66
to get him up and running and feeling,3/4/2019,66
good and you know obviously as a skill,3/4/2019,66
set you can see his hands are second to,3/4/2019,66
none and and as confidence comes when,3/4/2019,66
you've lost there takes the time to get,3/4/2019,66
back but he's got conference now I was,3/4/2019,66
important for us right you know I don't,3/4/2019,66
know I mean he's just back in Alberta,3/4/2019,66
it's the water I think,3/4/2019,66
well I just I thought they were real,3/4/2019,66
good today obviously uh you know I mean,3/4/2019,66
Rich's real good player you get to let,3/4/2019,66
get it open and getting it on the,3/4/2019,66
forecheck get him the puck back and and,3/4/2019,66
I just think the three of them work real,3/4/2019,66
well together so they've got a good,3/4/2019,66
combination,3/4/2019,66
you get the point on the road but where,3/6/2019,67
would you like to see your club better,3/6/2019,67
as you get ready to go to Edmonton,3/6/2019,67
well I just thought that I didn't think,3/6/2019,67
we started great I didn't mind I thought,3/6/2019,67
we had a real good second on any minor,3/6/2019,67
third to think you know we've got tilted,3/6/2019,67
or anything like that but anyway you,3/6/2019,67
look at we went in the period we're up,3/6/2019,67
to nothing and so we lost in overtime,3/6/2019,67
and you should find a way to win that,3/6/2019,67
game so that part's disappointing you,3/6/2019,67
know I just thought our first period,3/6/2019,67
wasn't as good I thought they're more,3/6/2019,67
urgent that we were and in the end we,3/6/2019,67
you know we I thought did a pretty good,3/6/2019,67
job to get herself set up for the one we,3/6/2019,67
weren't able actually why not the not,3/6/2019,67
the refiner and you know wait lots of,3/6/2019,67
guys that were good and you think that,3/6/2019,67
was an issue yeah so I had no concern of,3/6/2019,67
those guys well I couldn't use it as,3/6/2019,67
much in diesel which you know what I,3/6/2019,67
mean so that's you know everybody loves,3/6/2019,67
players that's great but you got to be,3/6/2019,67
able to use lines and everyone's got to,3/6/2019,67
have a role and someone's got apparently,3/6/2019,67
killing someone's got ability face offs,3/6/2019,67
and do it so I didn't think I gave our,3/6/2019,67
team without lineup is good opportunity,3/6/2019,67
as am I,3/6/2019,67
well for sure I mean in saying that we,3/6/2019,67
gave up you know what power play go off,3/6/2019,67
the rush there and give up much but,3/6/2019,67
we'll give that one up and so I think,3/6/2019,67
that's their only shot if I'm not,3/6/2019,67
mistaken on the power play I thought we,3/6/2019,67
did a pretty good job on her penalty,3/6/2019,67
kill but went in no losses going in next,3/6/2019,67
game,3/6/2019,67
well you got the first goal in each of,3/9/2019,68
the three periods in and around that,3/9/2019,68
what did you like about you team supply,3/9/2019,68
here tonight they got you the victory,3/9/2019,68
well that we played well I thought we,3/9/2019,68
had lots of guys go wandering I thought,3/9/2019,68
we control the puck we're heavy on the,3/9/2019,68
site cold did lots of really good things,3/9/2019,68
I thought Matthews line was a really,3/9/2019,68
strong played a lot against the McDavid,3/9/2019,68
group and I did a real good job,3/9/2019,68
obviously I looked out of the last two,3/9/2019,68
minutes back we couldn't figure out,3/9/2019,68
quite where to stand at the end but,3/9/2019,68
it'll give us good tape to go back and,3/9/2019,68
take a look at it and fix that so you,3/9/2019,68
know he can't give up that but i thought,3/9/2019,68
fred was real strong and so it was a,3/9/2019,68
good one and obviously five or six,3/9/2019,68
points on the road was good well just I,3/9/2019,68
mean you got to stand in the right spots,3/9/2019,68
you just got to do we know how to do,3/9/2019,68
that we know how to do it pretty well,3/9/2019,68
but if you don't stand right spots that,3/9/2019,68
make you look bad and I thought that's,3/9/2019,68
what we did no different than a five on,3/9/2019,68
three penalty kill if you're three,3/9/2019,68
people stand in the right spot is hard,3/9/2019,68
to score is the same when you're six on,3/9/2019,68
five at three people at the bottom are,3/9/2019,68
in a good spot so you know we made some,3/9/2019,68
mistakes there but it'll be a good,3/9/2019,68
learning thing for us and move on was,3/9/2019,68
cuz he just does it right every day you,3/9/2019,68
know when I think he's a real kind of,3/9/2019,68
message to everybody on our team is when,3/9/2019,68
you prepare well and you do it right,3/9/2019,68
every day you tend to get lucky every,3/9/2019,68
game and if you don't do it right you're,3/9/2019,68
hit mess and so that's why it's so,3/9/2019,68
important for our young people to be,3/9/2019,68
around him just see how he prepares and,3/9/2019,68
how he works and how intelligent he is,3/9/2019,68
and how hard he competes and in the end,3/9/2019,68
your reward yeah I was mentioning to him,3/9/2019,68
he's getting to be a bit of an old guy,3/9/2019,68
but you know what you think you arrived,3/9/2019,68
at the league you're 18 years old and,3/9/2019,68
goes in a hurry but Mo's on a guy who's,3/9/2019,68
turned himself into a high high high-end,3/9/2019,68
player in the league one of the best,3/9/2019,68
players on the back for sure and it's,3/9/2019,68
good offensively and defensively but he,3/9/2019,68
also has an elite drive train you can,3/9/2019,68
play all night and he brings it every,3/9/2019,68
day and no different and,3/9/2019,68
versus a real good probe and wants to be,3/9/2019,68
a great pro and so we're lucky to have,3/9/2019,68
what we're trying to do we're staying,3/9/2019,68
over here tonight and then flying,3/9/2019,68
tomorrow and then point in Tampa I mean,3/9/2019,68
it's they don't care where he came from,3/9/2019,68
and so we'll do everything we can to,3/9/2019,68
prepare and play well and so we're gonna,3/9/2019,68
need a real good effort town there's a,3/9/2019,68
real good team they've separated,3/9/2019,68
themselves from the group obviously and,3/9/2019,68
so we've led them all this year we just,3/9/2019,68
got to get back get energized get,3/9/2019,68
hydrated and get ready to go,3/9/2019,68
tough night for your club Mike trying to,3/11/2019,69
match competes the way Tampa brought,3/11/2019,69
their compete level I'd seen right from,3/11/2019,69
the get-go time yeah we were no good so,3/11/2019,69
they were better than us from start to,3/11/2019,69
finish it and won more battles more,3/11/2019,69
racist and just had more jump we look,3/11/2019,69
like though the third group right from,3/11/2019,69
the get-go didn't have any energy right,3/11/2019,69
through our whole group didn't skate,3/11/2019,69
well didn't execute well weren't good,3/11/2019,69
you come every day and you do everything,3/11/2019,69
you can to prepare to be as good as you,3/11/2019,69
can be and today we weren't good enough,3/11/2019,69
so we're gonna take an off day tomorrow,3/11/2019,69
get her energy level up and get ready,3/11/2019,69
we're gonna take an off day Thursday we,3/11/2019,69
just changed that and take the off day,3/11/2019,69
tomorrow get herself regrouped and get,3/11/2019,69
back on track nothing and like three had,3/11/2019,69
gone in off them I didn't think we gave,3/11/2019,69
him any opportunity I haven't looked at,3/11/2019,69
each goal I know the first two did and I,3/11/2019,69
think the third or fourth one one of,3/11/2019,69
them did so to me I didn't think it did,3/11/2019,69
him any good to be in there didn't hurt,3/11/2019,69
Sparky to get it in play and didn't look,3/11/2019,69
like we had the kind of energy or zip in,3/11/2019,69
us to turn things the other direction,3/11/2019,69
well I mean it was just easy uh you know,3/11/2019,69
Willie played with Madi in the past is,3/11/2019,69
we're looking for a willing to define,3/11/2019,69
himself there was an opportunity there,3/11/2019,69
for him,3/11/2019,69
then we just put brownie back where has,3/11/2019,69
been a bunch of times,3/11/2019,69
I thought Morsy played real well you,3/11/2019,69
know we didn't have a lot of good,3/11/2019,69
players tonight I thought Morsy was one,3/11/2019,69
on the ice for too long and they left,3/11/2019,69
him all by himself changed,3/11/2019,69
we can your third period here tonight,3/13/2019,70
possibly translate into a better start,3/13/2019,70
schoolhouse - obviously weren't very,3/13/2019,70
good in the first period,3/13/2019,70
you know the puck went in our neck yeah,3/13/2019,70
we wouldn't even look after the puck,3/13/2019,70
good enough and Capitola high enough,3/13/2019,70
flour water second period was better but,3/13/2019,70
still not good enough and obviously,3/13/2019,70
crawl their way back in the third but,3/13/2019,70
came up short and usually when you're,3/13/2019,70
down like we were it's tough to come,3/13/2019,70
back I mean I thought we made a good,3/13/2019,70
valley and push but wasn't good enough,3/13/2019,70
well we turned a park over a little bit,3/13/2019,70
you know we didn't play hard enough,3/13/2019,70
weren't quick enough in our own zone we,3/13/2019,70
didn't skate good enough compete at a,3/13/2019,70
high enough level and so you know wool,3/13/2019,70
in our preparation today for their team,3/13/2019,70
we explained how well they'd been,3/13/2019,70
playing and how hard they've been,3/13/2019,70
playing and what the level was gonna be,3/13/2019,70
and we didn't get to it so bottom line,3/13/2019,70
is we came back from the road we thought,3/13/2019,70
we're playing real wall and we haven't,3/13/2019,70
got back that level so we got to get,3/13/2019,70
back to that level,3/13/2019,70
what we did is we gave up we lost,3/13/2019,70
faceoffs the previous game and they,3/13/2019,70
bounced them off people and went in our,3/13/2019,70
net so we just did sore toes but that,3/13/2019,70
was our diesel get some puck pressure,3/13/2019,70
and D zone yeah well sure didn't look,3/13/2019,70
like it in the first looked like it,3/13/2019,70
after that but the reality is is is you,3/13/2019,70
can all stand in the right spots got to,3/13/2019,70
compete at a high enough level I just,3/13/2019,70
didn't think we started good enough I,3/13/2019,70
thought they scored on their chances,3/13/2019,70
caught us off filter and then it took us,3/13/2019,70
a while to get back going I didn't go,3/13/2019,70
through my video so once I've gone,3/13/2019,70
through them on video bill I tell you,3/13/2019,70
that tomorrow,3/13/2019,70
like how do you put a bow on that just,3/15/2019,71
synopsis what went on well well the guys,3/15/2019,71
did a heck of a job for Freddie got,3/15/2019,71
Freddie when he's done that for us a,3/15/2019,71
bunch this year and that's just payback,3/15/2019,71
and now we can move on and Sparky goes,3/15/2019,71
tomorrow but find a way to win and,3/15/2019,71
suddenly you know we're right there with,3/15/2019,71
Boston - so things tighten up there and,3/15/2019,71
give us some more opportunity I thought,3/15/2019,71
we played hard from the start tonight,3/15/2019,71
when they got ahead I thought we got a,3/15/2019,71
little careless for a few minutes other,3/15/2019,71
or not we played good well that's what,3/15/2019,71
we talked about right there we're just,3/15/2019,71
gonna win for Freddie just keep doing,3/15/2019,71
good things don't cheap I thought would,3/15/2019,71
cheetah for a few shifts right away,3/15/2019,71
they're you know kinda I don't know if,3/15/2019,71
it's panic mode or whatever and we got,3/15/2019,71
away with doing it and then we just got,3/15/2019,71
back to working and playing hard and,3/15/2019,71
playing right and in the end we won,3/15/2019,71
what's ADEA today is is I really believe,3/15/2019,71
in life adversities just speed bumps to,3/15/2019,71
get you to another level,3/15/2019,71
I believe in Freddie a lot you know our,3/15/2019,71
guys believe in him he's real good man,3/15/2019,71
takes things personal and he'll be great,3/15/2019,71
and so the mental toughness you need to,3/15/2019,71
be to go deep in the playoffs you just,3/15/2019,71
gotta have a belief in yourself you got,3/15/2019,71
to know every day when you come to,3/15/2019,71
Rincon it's gonna turn out right and,3/15/2019,71
you're gonna be great and so here's a,3/15/2019,71
little tough form I think these tests,3/15/2019,71
are great you see the chemistry between,3/15/2019,71
you,3/15/2019,71
yeah I mean you know we talked about,3/15/2019,71
chemistry the biggest part of the,3/15/2019,71
chemistry is Willie's competing and,3/15/2019,71
working and skating and and getting,3/15/2019,71
pucks and wind I mean he made an,3/15/2019,71
unbelievable play on that that one,3/15/2019,71
Google but you know on one leg when in a,3/15/2019,71
battle making a play that's what's,3/15/2019,71
happened is when we put him there before,3/15/2019,71
whether it was his conditioning whether,3/15/2019,71
it was his timing whether you know it's,3/15/2019,71
a herd leak and he wasn't ready and now,3/15/2019,71
it looks like he's ready first one they,3/15/2019,71
just shot it in two seconds what was the,3/15/2019,71
second one they did we can't again lose,3/15/2019,71
that draw I think that was I don't know,3/15/2019,71
if he saw I didn't see the last one to,3/15/2019,71
be honest with you so but you can't lose,3/15/2019,71
face offs that's the bottom line and I,3/15/2019,71
thought we sorted about fine even on the,3/15/2019,71
the one in the top corner we just you,3/15/2019,71
can't lose it that clean well I just,3/15/2019,71
think injured guy comes back take some,3/15/2019,71
time and get skating and you know I,3/15/2019,71
don't know if it had to do with you know,3/15/2019,71
negotiations or any of those things I,3/15/2019,71
don't know we're all human beings and I,3/15/2019,71
know the players when they feel great,3/15/2019,71
they play great you don't feel good you,3/15/2019,71
don't play good but you also have to,3/15/2019,71
have conditioning now the biggest thing,3/15/2019,71
with him is skating and his physical,3/15/2019,71
side of his game on offense is making,3/15/2019,71
him way better and then when you're,3/15/2019,71
skating like he is you're back there for,3/15/2019,71
defense so you're not giving anything up,3/15/2019,71
barking what else you said just an ally,3/15/2019,71
to grab an opportunity how do you think,3/15/2019,71
you wait yeah I think I mean we gave up,3/15/2019,71
six goals and so bright an awesome,3/15/2019,71
that's a good thing,3/15/2019,71
John Tavares just said Mike we've got a,3/16/2019,72
hell of a hockey club and it's just a,3/16/2019,72
matter of working through this and he's,3/16/2019,72
confident your guys will be able to do,3/16/2019,72
this maybe just a blip but four games as,3/16/2019,72
it is how do you take what happened here,3/16/2019,72
tonight and move forward from it well,3/16/2019,72
thank you I think he's a hundred percent,3/16/2019,72
but I think your ability to play every,3/16/2019,72
night is real important any way you look,3/16/2019,72
at it we've had a tough week as we,3/16/2019,72
played four games this week since,3/16/2019,72
getting back from our trip and when good,3/16/2019,72
enough and so we've given away too many,3/16/2019,72
co-hosts you can't take the puck out of,3/16/2019,72
your net like we have and have success,3/16/2019,72
bottom line is we all know how to play,3/16/2019,72
defense we all know where to stand and,3/16/2019,72
we're not doing a good enough job and,3/16/2019,72
tonight weren't good enough and you give,3/16/2019,72
them credit I thought they worked real,3/16/2019,72
hard I thought they play organized and,3/16/2019,72
and did a good job we spent too much,3/16/2019,72
time in the box and killing penalties,3/16/2019,72
that was probably the best part of our,3/16/2019,72
game to be honest with you but we,3/16/2019,72
weren't good enough well I just think,3/16/2019,72
that being a professional is getting,3/16/2019,72
ready and every day and doing your part,3/16/2019,72
so if you're sparking your jobs to stop,3/16/2019,72
the puck and if you're a team and it's,3/16/2019,72
it's the move the puck can keep it out,3/16/2019,72
so everyone just do your own job and and,3/16/2019,72
we'll all be fine I'm I think Tamara,3/16/2019,72
said it right there's you got to dig in,3/16/2019,72
and you got to do your part when you go,3/16/2019,72
through low spirits you got a worked on,3/16/2019,72
my partner and compete you're not,3/16/2019,72
sticking the structure as much as before,3/16/2019,72
when things don't quite go your way like,3/16/2019,72
you miss a chance at one ended well I,3/16/2019,72
think for sure when you're chasing the,3/16/2019,72
game a little bit to push it a little,3/16/2019,72
too much and then you've given up some,3/16/2019,72
opportunities but this week you let's be,3/16/2019,72
honest the puck spinner and are in that,3/16/2019,72
a lot you got to do a better job to keep,3/16/2019,72
it up yeah I don't know I don't think,3/16/2019,72
like that I mean it's a we had an,3/16/2019,72
opportunity to come in here and win a,3/16/2019,72
game and we were unable to get that done,3/16/2019,72
and and any way you look at it we feel,3/16/2019,72
we can play better than we play today,3/16/2019,72
and I think that's the biggest thing so,3/16/2019,72
collectively and individually you got to,3/16/2019,72
be better,3/16/2019,72
what did you see from your club here,3/19/2019,73
tonight Mike that maybe you didn't see,3/19/2019,73
in the previous four games despite the,3/19/2019,73
fact that you didn't get the result you,3/19/2019,73
might I really liked her team tonight I,3/19/2019,73
thought we worked hard I have played,3/19/2019,73
well defensively I thought we tracked I,3/19/2019,73
thought Peck arena was really good I,3/19/2019,73
didn't think we gave up much you know,3/19/2019,73
would be a game you'd like to win,3/19/2019,73
because he thought the team put in the,3/19/2019,73
effort and did things right and stayed,3/19/2019,73
patient to me it's just process if you,3/19/2019,73
do good things good things happen so,3/19/2019,73
this was a real good step for us,3/19/2019,73
especially after the week we just had,3/19/2019,73
well I mean we worked we tracked we,3/19/2019,73
stopped on defense we're inside we just,3/19/2019,73
we did everything right now yeah we also,3/19/2019,73
weren't chasing the game so it's easier,3/19/2019,73
to play right when you're not chasing,3/19/2019,73
the game our guys started good and I,3/19/2019,73
thought we played good well obviously in,3/19/2019,73
time you've been through a tough week I,3/19/2019,73
mean it was been a tough weekend goal,3/19/2019,73
for our team and and I'm not trying to,3/19/2019,73
pretend that we didn't have something to,3/19/2019,73
do with it we did which still when,3/19/2019,73
you're the goalie you want to get back,3/19/2019,73
on track and you feel good about,3/19/2019,73
yourself he's a key important player for,3/19/2019,73
us a big leader for us we need him,3/19/2019,73
feeling good so it's a good stuff we,3/19/2019,73
generated I thought we had some good,3/19/2019,73
looks and I thought better reading made,3/19/2019,73
some real good saves you know they're a,3/19/2019,73
good team they're a deep team man you,3/19/2019,73
know they're deep enough they don't have,3/19/2019,73
to overplay their players and I thought,3/19/2019,73
they played solid to me but I thought we,3/19/2019,73
did it as well too so no I was pleased,3/19/2019,73
with our effort I would like to see the,3/19/2019,73
score,3/19/2019,73
would you like about your your team,3/20/2019,74
tonight after a tough tough night last,3/20/2019,74
night energy wise on all that went with,3/20/2019,74
that well I thought we played real well,3/20/2019,74
last night and weren't rewarded in the,3/20/2019,74
end and I thought we played real well,3/20/2019,74
here tonight and we're rewarded so you,3/20/2019,74
know I like that we played hard and did,3/20/2019,74
things well and stuck together and,3/20/2019,74
played the right way,3/20/2019,74
why thought he was real good I thought,3/20/2019,74
we had lots of good players tonight,3/20/2019,74
though,3/20/2019,74
I thought young some played a real,3/20/2019,74
strong game with that was good we had,3/20/2019,74
lots of good players tonight and we had,3/20/2019,74
guys jumping right from the get-go,3/20/2019,74
obviously it's an important win for us,3/20/2019,74
he wanted to get back on track hadn't,3/20/2019,74
gone as good here this last while as,3/20/2019,74
we'd like to,3/20/2019,74
I just thought he skated and he was real,3/20/2019,74
determined a real good defensively real,3/20/2019,74
good old ffensive LY and in the end I,3/20/2019,74
thought it was a real positive,3/20/2019,74
like a hundred shots against a,3/23/2019,75
goaltender in two games and you come,3/23/2019,75
away with the point that just the nature,3/23/2019,75
of the game well and you'd like to,3/23/2019,75
finish I thought we started the first,3/23/2019,75
eight minutes I were great and think,3/23/2019,75
we're great for the next ten we had a,3/23/2019,75
real good power play to finish the,3/23/2019,75
period then I thought we really played,3/23/2019,75
well at the start of the second took,3/23/2019,75
some penalties didn't kind of get rhythm,3/23/2019,75
back I thought we had a good third we,3/23/2019,75
had lots of good players we didn't score,3/23/2019,75
yeah we had empty nuts and the whole,3/23/2019,75
works and so we got to bear down we got,3/23/2019,75
